,movieId,title,Annee,genres_x,titleType,isAdult,runtimeMinutes,genres_y
22,9,Sudden Death,1995,Action,movie,0.0,\N,\N
23,9,Sudden Death,1995,Action,movie,0.0,111,"Action,Crime,Thriller"
24,9,Sudden Death,1995,Action,movie,0.0,89,"Action,Drama"
25,9,Sudden Death,1995,Action,movie,0.0,19,"Documentary,Sport"
26,9,Sudden Death,1995,Action,movie,0.0,9,"Biography,Documentary,Drama"
27,10,GoldenEye,1995,Action|Adventure|Thriller,movie,0.0,130,"Action,Adventure,Thriller"
28,11,"American President, The",1995,Comedy|Drama|Romance,,,,
29,12,Dracula: Dead and Loving It,1995,Comedy|Horror,movie,0.0,88,"Comedy,Fantasy,Horror"
30,13,Balto,1995,Adventure|Animation|Children,movie,0.0,78,"Adventure,Animation,Drama"
31,14,Nixon,1995,Drama,movie,0.0,192,"Biography,Drama,History"
32,15,Cutthroat Island,1995,Action|Adventure|Romance,movie,0.0,124,"Action,Adventure,Comedy"
33,16,Casino,1995,Crime|Drama,movie,0.0,178,"Crime,Drama"
34,16,Casino,1995,Crime|Drama,movie,0.0,\N,Drama
35,17,Sense and Sensibility,1995,Drama|Romance,movie,0.0,136,"Drama,Romance"
36,18,Four Rooms,1995,Comedy,movie,0.0,98,Comedy
37,19,Ace Ventura: When Nature Calls,1995,Comedy,movie,0.0,90,"Adventure,Comedy,Crime"
38,20,Money Train,1995,Action|Comedy|Crime|Drama|Thriller,movie,0.0,110,"Action,Comedy,Crime"
39,21,Get Shorty,1995,Comedy|Crime|Thriller,movie,0.0,105,"Comedy,Crime,Thriller"
40,22,Copycat,1995,Crime|Drama|Horror|Mystery|Thriller,movie,0.0,123,"Drama,Mystery,Thriller"
41,22,Copycat,1995,Crime|Drama|Horror|Mystery|Thriller,movie,0.0,90,Comedy
42,23,Assassins,1995,Action|Crime|Thriller,movie,0.0,132,"Action,Crime,Thriller"
43,23,Assassins,1995,Action|Crime|Thriller,movie,0.0,104,Documentary
44,23,Assassins,1995,Action|Crime|Thriller,movie,0.0,\N,Drama
45,23,Assassins,1995,Action|Crime|Thriller,movie,0.0,84,"Action,Drama,Thriller"
46,24,Powder,1995,Drama|Sci-Fi,movie,0.0,\N,"Drama,War"
47,24,Powder,1995,Drama|Sci-Fi,movie,0.0,111,"Drama,Fantasy,Mystery"
48,24,Powder,1995,Drama|Sci-Fi,movie,0.0,90,"Comedy,Drama"
49,24,Powder,1995,Drama|Sci-Fi,movie,0.0,105,Drama
50,24,Powder,1995,Drama|Sci-Fi,movie,0.0,76,Documentary
51,24,Powder,1995,Drama|Sci-Fi,movie,0.0,\N,Action
52,25,Leaving Las Vegas,1995,Drama|Romance,movie,0.0,111,"Drama,Romance"
53,26,Othello,1995,Drama,movie,0.0,\N,"Drama,Romance"
54,26,Othello,1995,Drama,movie,0.0,\N,"Drama,Romance"
55,26,Othello,1995,Drama,movie,0.0,79,"Drama,Romance"
56,26,Othello,1995,Drama,movie,0.0,45,"Drama,Romance"
57,26,Othello,1995,Drama,movie,0.0,90,"Drama,History,Romance"
58,26,Othello,1995,Drama,movie,0.0,107,"Drama,Romance"
59,26,Othello,1995,Drama,movie,0.0,165,Drama
60,26,Othello,1995,Drama,movie,0.0,115,"Drama,Romance"
61,26,Othello,1995,Drama,movie,0.0,\N,"Drama,Romance"
62,26,Othello,1995,Drama,movie,0.0,123,"Drama,Romance"
63,26,Othello,1995,Drama,movie,0.0,\N,Drama
64,26,Othello,1995,Drama,movie,0.0,\N,"Drama,Romance"
65,26,Othello,1995,Drama,movie,0.0,\N,Drama
66,26,Othello,1995,Drama,movie,0.0,\N,Thriller
67,26,Othello,1995,Drama,movie,0.0,100,Drama
68,26,Othello,1995,Drama,movie,0.0,\N,Drama
69,26,Othello,1995,Drama,movie,0.0,51,Documentary
70,26,Othello,1995,Drama,movie,0.0,\N,Thriller
71,26,Othello,1995,Drama,movie,0.0,\N,Drama
72,27,Now and Then,1995,Children|Drama,movie,0.0,100,"Comedy,Drama,Romance"
73,27,Now and Then,1995,Children|Drama,movie,0.0,50,Drama
74,28,Persuasion,1995,Drama|Romance,movie,0.0,105,Drama
75,29,"City of Lost Children, The (Cité des enfants perdus, La)",1995,Adventure|Drama|Fantasy|Mystery|Sci-Fi,,,,
76,30,Shanghai Triad (Yao a yao yao dao waipo qiao),1995,Crime|Drama,,,,
77,31,Dangerous Minds,1995,Drama,movie,0.0,99,"Biography,Drama"
78,32,Twelve Monkeys (a.k.a. 12 Monkeys),1995,Mystery|Sci-Fi|Thriller,,,,
79,34,Babe,1995,Children|Drama,movie,1.0,80,"Adult,Romance"
80,34,Babe,1995,Children|Drama,movie,0.0,91,"Comedy,Drama,Family"
81,36,Dead Man Walking,1995,Crime|Drama,movie,0.0,90,"Action,Sci-Fi"
82,36,Dead Man Walking,1995,Crime|Drama,movie,0.0,122,"Crime,Drama"
83,36,Dead Man Walking,1995,Crime|Drama,movie,0.0,85,Documentary
84,38,It Takes Two,1995,Children|Comedy,movie,0.0,93,Comedy
85,38,It Takes Two,1995,Children|Comedy,movie,0.0,81,Comedy
86,38,It Takes Two,1995,Children|Comedy,movie,0.0,101,"Comedy,Family,Romance"
87,39,Clueless,1995,Comedy|Romance,movie,0.0,97,"Comedy,Romance"
88,39,Clueless,1995,Comedy|Romance,movie,0.0,95,Thriller
89,39,Clueless,1995,Comedy|Romance,movie,0.0,\N,Comedy
90,40,"Cry, the Beloved Country",1995,Drama,movie,0.0,103,Drama
91,40,"Cry, the Beloved Country",1995,Drama,movie,0.0,106,"Drama,Thriller"
92,41,Richard III,1995,Drama|War,movie,0.0,161,"Biography,Drama,History"
93,41,Richard III,1995,Drama|War,movie,0.0,80,"Drama,History"
94,41,Richard III,1995,Drama|War,movie,0.0,135,\N
95,41,Richard III,1995,Drama|War,movie,0.0,110,"Drama,Sci-Fi,War"
96,41,Richard III,1995,Drama|War,movie,0.0,\N,"Action,Crime,Drama"
97,41,Richard III,1995,Drama|War,movie,0.0,54,Drama
98,41,Richard III,1995,Drama|War,movie,0.0,\N,"Documentary,Drama"
99,41,Richard III,1995,Drama|War,movie,0.0,\N,Drama
100,41,Richard III,1995,Drama|War,movie,0.0,\N,Drama
101,42,Dead Presidents,1995,Action|Crime|Drama,movie,0.0,119,"Action,Crime,Drama"
102,43,Restoration,1995,Drama,movie,0.0,117,"Biography,Drama,History"
103,43,Restoration,1995,Drama,movie,0.0,102,Drama
104,43,Restoration,1995,Drama,movie,0.0,\N,Thriller
105,43,Restoration,1995,Drama,movie,0.0,50,"Sci-Fi,Thriller"
106,43,Restoration,1995,Drama,movie,0.0,47,Horror
107,43,Restoration,1995,Drama,movie,0.0,92,Horror
108,43,Restoration,1995,Drama,movie,0.0,93,Drama
109,43,Restoration,1995,Drama,movie,0.0,110,"Drama,Family"
110,44,Mortal Kombat,1995,Action|Adventure|Fantasy,movie,0.0,101,"Action,Adventure,Fantasy"
111,44,Mortal Kombat,1995,Action|Adventure|Fantasy,movie,0.0,\N,"Action,Adventure,Fantasy"
112,45,To Die For,1995,Comedy|Drama|Thriller,movie,0.0,94,"Horror,Romance,Thriller"
113,45,To Die For,1995,Comedy|Drama|Thriller,movie,0.0,106,"Comedy,Crime,Drama"
114,46,How to Make an American Quilt,1995,Drama|Romance,movie,0.0,117,"Comedy,Drama,Romance"
115,47,Seven (a.k.a. Se7en),1995,Mystery|Thriller,,,,
116,48,Pocahontas,1995,Animation|Children|Drama|Musical|Romance,movie,0.0,81,"Adventure,Animation,Drama"
117,48,Pocahontas,1995,Animation|Children|Drama|Musical|Romance,movie,0.0,53,Animation
118,49,When Night Is Falling,1995,Drama|Romance,movie,0.0,94,"Drama,Romance"
119,50,"Usual Suspects, The",1995,Crime|Mystery|Thriller,,,,
120,52,Mighty Aphrodite,1995,Comedy|Drama|Romance,movie,0.0,95,"Comedy,Fantasy,Romance"
121,53,Lamerica,1994,Adventure|Drama,movie,0.0,116,Drama
122,54,"Big Green, The",1995,Children|Comedy,,,,
123,55,Georgia,1995,Drama,movie,0.0,93,"Mystery,Thriller"
124,55,Georgia,1995,Drama,movie,0.0,115,"Drama,Music"
125,57,Home for the Holidays,1995,Drama,movie,0.0,103,"Comedy,Drama,Romance"
126,58,"Postman, The (Postino, Il)",1994,Comedy|Drama|Romance,,,,
127,60,"Indian in the Cupboard, The",1995,Adventure|Children|Fantasy,,,,
128,61,Eye for an Eye,1996,Drama|Thriller,movie,0.0,101,"Crime,Drama,Thriller"
129,61,Eye for an Eye,1996,Drama|Thriller,movie,0.0,86,"Action,Crime,Thriller"
130,61,Eye for an Eye,1996,Drama|Thriller,movie,0.0,101,"Action,Crime"
131,61,Eye for an Eye,1996,Drama|Thriller,movie,0.0,\N,"Action,Thriller"
132,61,Eye for an Eye,1996,Drama|Thriller,movie,0.0,120,Documentary
133,61,Eye for an Eye,1996,Drama|Thriller,movie,0.0,107,"Drama,Thriller"
134,61,Eye for an Eye,1996,Drama|Thriller,movie,0.0,\N,\N
135,62,Mr. Holland's Opus,1995,Drama,movie,0.0,143,"Drama,Music"
136,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy|Crime,movie,0.0,89,"Comedy,Crime"
137,64,Two if by Sea,1996,Comedy|Romance,,,,
138,65,Bio-Dome,1996,Comedy,movie,0.0,88,Comedy
139,66,Lawnmower Man 2: Beyond Cyberspace,1996,Action|Sci-Fi|Thriller,movie,0.0,93,"Action,Sci-Fi,Thriller"
140,68,French Twist (Gazon maudit),1995,Comedy|Romance,,,,
141,69,Friday,1995,Comedy,movie,0.0,91,"Comedy,Drama"
142,69,Friday,1995,Comedy,movie,0.0,\N,\N
143,69,Friday,1995,Comedy,movie,0.0,\N,Drama
144,69,Friday,1995,Comedy,movie,0.0,90,"Adventure,Crime"
145,69,Friday,1995,Comedy,movie,0.0,117,Family
146,70,From Dusk Till Dawn,1996,Action|Comedy|Horror|Thriller,movie,0.0,108,"Action,Crime,Horror"
147,71,Fair Game,1995,Action,movie,0.0,86,"Action,Thriller"
148,71,Fair Game,1995,Action,movie,0.0,81,"Horror,Thriller"
149,71,Fair Game,1995,Action,movie,0.0,91,"Action,Romance,Thriller"
150,71,Fair Game,1995,Action,movie,0.0,88,Drama
151,71,Fair Game,1995,Action,movie,0.0,108,"Biography,Drama,Thriller"
152,71,Fair Game,1995,Action,movie,0.0,\N,Documentary
153,72,Kicking and Screaming,1995,Comedy|Drama,movie,0.0,96,"Comedy,Drama,Romance"
154,73,"Misérables, Les",1995,Drama|War,,,,
155,74,Bed of Roses,1996,Drama|Romance,movie,0.0,67,"Comedy,Drama,Romance"
156,74,Bed of Roses,1996,Drama|Romance,movie,0.0,87,"Drama,Romance"
157,74,Bed of Roses,1996,Drama|Romance,movie,0.0,99,\N
158,75,Big Bully,1996,Comedy|Drama,movie,0.0,90,"Comedy,Thriller"
159,76,Screamers,1995,Action|Sci-Fi|Thriller,movie,0.0,100,"Action,Adventure,Horror"
160,76,Screamers,1995,Action|Sci-Fi|Thriller,movie,0.0,108,"Horror,Sci-Fi,Thriller"
161,76,Screamers,1995,Action|Sci-Fi|Thriller,movie,0.0,89,"Documentary,Music"
162,76,Screamers,1995,Action|Sci-Fi|Thriller,movie,0.0,66,"Drama,Thriller"
163,77,Nico Icon,1995,Documentary,movie,0.0,70,"Biography,Documentary,Music"
164,78,"Crossing Guard, The",1995,Action|Crime|Drama|Thriller,,,,
165,79,"Juror, The",1996,Drama|Thriller,,,,
166,80,"White Balloon, The (Badkonake sefid)",1995,Children|Drama,,,,
167,81,Things to Do in Denver When You're Dead,1995,Crime|Drama|Romance,movie,0.0,115,"Crime,Drama,Thriller"
168,82,Antonia's Line (Antonia),1995,Comedy|Drama,,,,
169,83,Once Upon a Time... When We Were Colored,1995,Drama|Romance,movie,0.0,115,"Drama,Romance"
170,85,Angels and Insects,1995,Drama|Romance,movie,0.0,116,"Drama,Romance"
171,86,White Squall,1996,Action|Adventure|Drama,movie,0.0,129,"Adventure,Drama"
172,87,Dunston Checks In,1996,Children|Comedy,movie,0.0,88,"Adventure,Comedy,Family"
173,88,Black Sheep,1996,Comedy,movie,0.0,50,Western
174,88,Black Sheep,1996,Comedy,movie,0.0,76,"Drama,Romance"
175,88,Black Sheep,1996,Comedy,movie,0.0,87,Comedy
176,88,Black Sheep,1996,Comedy,movie,0.0,87,"Comedy,Horror,Sci-Fi"
177,88,Black Sheep,1996,Comedy,movie,0.0,94,Comedy
178,88,Black Sheep,1996,Comedy,movie,0.0,\N,\N
179,88,Black Sheep,1996,Comedy,movie,0.0,120,"Drama,War"
180,88,Black Sheep,1996,Comedy,movie,0.0,57,Drama
181,88,Black Sheep,1996,Comedy,movie,0.0,72,Documentary
182,88,Black Sheep,1996,Comedy,movie,0.0,76,Drama
183,88,Black Sheep,1996,Comedy,movie,0.0,\N,Documentary
184,89,Nick of Time,1995,Action|Thriller,movie,0.0,90,"Action,Crime,Drama"
185,92,Mary Reilly,1996,Drama|Horror|Thriller,movie,0.0,108,"Drama,Horror,Romance"
186,93,Vampire in Brooklyn,1995,Comedy|Horror|Romance,movie,0.0,100,"Comedy,Fantasy,Horror"
187,94,Beautiful Girls,1996,Comedy|Drama|Romance,movie,0.0,106,"Comedy,Musical"
188,94,Beautiful Girls,1996,Comedy|Drama|Romance,movie,0.0,112,"Comedy,Drama,Romance"
189,95,Broken Arrow,1996,Action|Adventure|Thriller,movie,0.0,93,"Drama,Romance,Western"
190,95,Broken Arrow,1996,Action|Adventure|Thriller,movie,0.0,108,"Action,Adventure,Thriller"
191,96,In the Bleak Midwinter,1995,Comedy|Drama,,,,
192,97,"Hate (Haine, La)",1995,Crime|Drama,,,,
193,99,Heidi Fleiss: Hollywood Madam,1995,Documentary,,,,
194,100,City Hall,1996,Drama|Thriller,movie,0.0,111,"Drama,Thriller"
195,101,Bottle Rocket,1996,Adventure|Comedy|Crime|Romance,movie,0.0,91,"Comedy,Crime,Drama"
196,102,Mr. Wrong,1996,Comedy,movie,0.0,88,"Horror,Thriller"
197,102,Mr. Wrong,1996,Comedy,movie,0.0,96,Comedy
198,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,117,"Drama,Mystery,Sci-Fi"
199,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,\N,Documentary
200,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,\N,"Drama,Romance"
201,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,107,Drama
202,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,\N,"Crime,Drama,Romance"
203,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,86,Drama
204,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,\N,Documentary
205,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,88,Documentary
206,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,87,Drama
207,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,130,"Drama,Romance"
208,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,100,"Drama,Thriller"
209,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,\N,Drama
210,103,Unforgettable,1996,Mystery|Sci-Fi|Thriller,movie,0.0,131,Romance
211,104,Happy Gilmore,1996,Comedy,movie,0.0,92,"Comedy,Sport"
212,105,"Bridges of Madison County, The",1995,Drama|Romance,,,,
213,106,Nobody Loves Me (Keiner liebt mich),1994,Comedy|Drama,,,,
214,107,Muppet Treasure Island,1996,Adventure|Children|Comedy|Musical,movie,0.0,99,"Action,Adventure,Comedy"
215,108,Catwalk,1996,Documentary,movie,0.0,95,Documentary
216,110,Braveheart,1995,Action|Drama|War,movie,0.0,71,Western
217,110,Braveheart,1995,Action|Drama|War,movie,0.0,178,"Biography,Drama,History"
218,111,Taxi Driver,1976,Crime|Drama|Thriller,movie,0.0,133,"Musical,Romance"
219,111,Taxi Driver,1976,Crime|Drama|Thriller,movie,0.0,114,"Crime,Drama"
220,111,Taxi Driver,1976,Crime|Drama|Thriller,movie,0.0,\N,"Action,Drama"
221,111,Taxi Driver,1976,Crime|Drama|Thriller,movie,0.0,118,Romance
222,111,Taxi Driver,1976,Crime|Drama|Thriller,movie,0.0,100,Drama
223,111,Taxi Driver,1976,Crime|Drama|Thriller,movie,0.0,129,Musical
224,111,Taxi Driver,1976,Crime|Drama|Thriller,movie,0.0,\N,"Comedy,Musical"
225,111,Taxi Driver,1976,Crime|Drama|Thriller,movie,0.0,135,Drama
226,111,Taxi Driver,1976,Crime|Drama|Thriller,movie,0.0,\N,\N
227,112,Rumble in the Bronx (Hont faan kui),1995,Action|Adventure|Comedy|Crime,,,,
228,113,Before and After,1996,Drama|Mystery,movie,0.0,108,"Crime,Drama,Mystery"
229,113,Before and After,1996,Drama|Mystery,movie,0.0,\N,\N
230,116,Anne Frank Remembered,1995,Documentary,movie,0.0,117,"Biography,Documentary,War"
231,117,"Young Poisoner's Handbook, The",1995,Crime|Drama,,,,
232,118,If Lucy Fell,1996,Comedy|Romance,movie,0.0,92,"Comedy,Romance"
233,119,"Steal Big, Steal Little",1995,Comedy,,,,
234,121,"Boys of St. Vincent, The",1992,Drama,,,,
235,122,Boomerang,1992,Comedy|Romance,movie,0.0,82,Drama
236,122,Boomerang,1992,Comedy|Romance,movie,0.0,100,"Crime,Drama"
237,122,Boomerang,1992,Comedy|Romance,movie,0.0,117,"Comedy,Drama,Romance"
238,122,Boomerang,1992,Comedy|Romance,movie,0.0,90,Documentary
239,122,Boomerang,1992,Comedy|Romance,movie,0.0,97,Drama
240,122,Boomerang,1992,Comedy|Romance,movie,0.0,87,Comedy
241,122,Boomerang,1992,Comedy|Romance,movie,0.0,\N,Thriller
242,122,Boomerang,1992,Comedy|Romance,movie,0.0,76,Drama
243,122,Boomerang,1992,Comedy|Romance,movie,0.0,101,"Drama,Romance"
244,122,Boomerang,1992,Comedy|Romance,movie,0.0,\N,Action
245,122,Boomerang,1992,Comedy|Romance,movie,0.0,120,"Action,Thriller"
246,122,Boomerang,1992,Comedy|Romance,movie,0.0,90,Comedy
247,123,Chungking Express (Chung Hing sam lam),1994,Drama|Mystery|Romance,,,,
248,125,Flirting With Disaster,1996,Comedy,,,,
249,126,"NeverEnding Story III, The",1994,Adventure|Children|Fantasy,,,,
250,128,Jupiter's Wife,1994,Documentary,movie,0.0,87,"Biography,Documentary,Mystery"
251,129,Pie in the Sky,1996,Comedy|Romance,movie,0.0,95,"Comedy,Romance"
252,132,Jade,1995,Thriller,movie,0.0,95,"Crime,Drama,Thriller"
253,132,Jade,1995,Thriller,movie,0.0,108,"Crime,Drama"
254,132,Jade,1995,Thriller,movie,0.0,92,Drama
255,132,Jade,1995,Thriller,movie,0.0,\N,Drama
256,135,Down Periscope,1996,Comedy,movie,0.0,92,Comedy
257,137,Man of the Year,1995,Documentary,movie,0.0,86,"Comedy,Romance"
258,137,Man of the Year,1995,Documentary,movie,0.0,92,"Comedy,Drama"
259,137,Man of the Year,1995,Documentary,movie,0.0,115,"Comedy,Drama,Romance"
260,140,Up Close and Personal,1996,Drama|Romance,,,,
261,141,"Birdcage, The",1996,Comedy,,,,
262,144,"Brothers McMullen, The",1995,Comedy,,,,
263,145,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,movie,0.0,89,Drama
264,145,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,movie,0.0,123,"Crime,Drama,Thriller"
265,145,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,movie,0.0,119,"Action,Comedy,Crime"
266,145,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,movie,0.0,126,"Action,Biography,Crime"
267,145,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,movie,0.0,\N,\N
268,145,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,movie,0.0,118,Thriller
269,146,"Amazing Panda Adventure, The",1995,Adventure|Children,,,,
270,147,"Basketball Diaries, The",1995,Drama,,,,
271,148,"Awfully Big Adventure, An",1995,Drama,,,,
272,149,Amateur,1994,Crime|Drama|Thriller,movie,0.0,105,"Comedy,Crime,Drama"
273,149,Amateur,1994,Crime|Drama|Thriller,movie,0.0,76,Documentary
274,149,Amateur,1994,Crime|Drama|Thriller,movie,0.0,97,Thriller
275,149,Amateur,1994,Crime|Drama|Thriller,movie,0.0,96,"Drama,Sport"
276,149,Amateur,1994,Crime|Drama|Thriller,movie,0.0,\N,Documentary
277,149,Amateur,1994,Crime|Drama|Thriller,movie,0.0,\N,Drama
278,150,Apollo 13,1995,Adventure|Drama|IMAX,movie,0.0,140,"Adventure,Drama,History"
279,150,Apollo 13,1995,Adventure|Drama|IMAX,movie,0.0,49,Documentary
280,151,Rob Roy,1995,Action|Drama|Romance|War,movie,0.0,\N,Adventure
281,151,Rob Roy,1995,Action|Drama|Romance|War,movie,0.0,139,"Adventure,Biography,Drama"
282,152,"Addiction, The",1995,Drama|Horror,,,,
283,153,Batman Forever,1995,Action|Adventure|Comedy|Crime,movie,0.0,121,"Action,Adventure,Fantasy"
284,154,Beauty of the Day (Belle de jour),1967,Drama,,,,
285,155,Beyond Rangoon,1995,Adventure|Drama|War,movie,0.0,100,"Action,Adventure,Drama"
286,156,Blue in the Face,1995,Comedy|Drama,movie,0.0,83,Comedy
287,157,Canadian Bacon,1995,Comedy|War,movie,0.0,91,Comedy
288,158,Casper,1995,Adventure|Children,movie,0.0,100,"Comedy,Family,Fantasy"
289,158,Casper,1995,Adventure|Children,movie,0.0,\N,"Comedy,Family,Fantasy"
290,159,Clockers,1995,Crime|Drama|Mystery,movie,0.0,128,"Crime,Drama,Mystery"
291,160,Congo,1995,Action|Adventure|Mystery|Sci-Fi,movie,0.0,109,"Action,Adventure,Mystery"
292,160,Congo,1995,Action|Adventure|Mystery|Sci-Fi,movie,0.0,\N,"Action,Fantasy,War"
293,161,Crimson Tide,1995,Drama|Thriller|War,movie,0.0,116,"Action,Drama,Thriller"
294,162,Crumb,1994,Documentary,movie,0.0,119,"Biography,Comedy,Documentary"
295,163,Desperado,1995,Action|Romance|Western,movie,0.0,104,"Action,Crime,Thriller"
296,163,Desperado,1995,Action|Romance|Western,movie,0.0,\N,Action
297,163,Desperado,1995,Action|Romance|Western,movie,0.0,\N,Action
298,163,Desperado,1995,Action|Romance|Western,movie,0.0,\N,"Action,Drama"
299,164,Devil in a Blue Dress,1995,Crime|Film-Noir|Mystery|Thriller,movie,0.0,102,"Crime,Drama,Mystery"
300,165,Die Hard: With a Vengeance,1995,Action|Crime|Thriller,,,,
301,166,"Doom Generation, The",1995,Comedy|Crime|Drama,,,,
302,168,First Knight,1995,Action|Drama|Romance,movie,0.0,134,"Action,Adventure,Drama"
303,169,Free Willy 2: The Adventure Home,1995,Adventure|Children|Drama,movie,0.0,95,"Adventure,Drama,Family"
304,170,Hackers,1995,Action|Adventure|Crime|Thriller,movie,0.0,105,"Comedy,Crime,Drama"
305,171,Jeffrey,1995,Comedy|Drama,movie,0.0,92,"Comedy,Drama"
306,171,Jeffrey,1995,Comedy|Drama,movie,0.0,78,"Drama,Family"
307,172,Johnny Mnemonic,1995,Action|Sci-Fi|Thriller,movie,0.0,96,"Action,Drama,Sci-Fi"
308,173,Judge Dredd,1995,Action|Crime|Sci-Fi,movie,0.0,96,"Action,Crime,Sci-Fi"
309,174,Jury Duty,1995,Comedy,movie,0.0,88,Comedy
310,175,Kids,1995,Drama,movie,0.0,91,Drama
311,175,Kids,1995,Drama,movie,0.0,\N,Drama
312,175,Kids,1995,Drama,movie,0.0,103,"Action,Drama,Romance"
313,175,Kids,1995,Drama,movie,0.0,109,"Drama,Fantasy"
314,175,Kids,1995,Drama,movie,0.0,77,Documentary
315,176,Living in Oblivion,1995,Comedy,movie,0.0,90,"Comedy,Drama"
316,177,Lord of Illusions,1995,Horror,movie,0.0,109,"Horror,Mystery,Thriller"
317,178,Love & Human Remains,1993,Comedy|Drama,movie,0.0,100,"Comedy,Drama"
318,179,Mad Love,1995,Drama|Romance,movie,0.0,82,Drama
319,179,Mad Love,1995,Drama|Romance,movie,0.0,68,"Horror,Romance,Sci-Fi"
320,179,Mad Love,1995,Drama|Romance,movie,0.0,93,"Comedy,Drama,Romance"
321,179,Mad Love,1995,Drama|Romance,movie,1.0,81,Adult
322,179,Mad Love,1995,Drama|Romance,movie,0.0,115,"Biography,Drama,History"
323,179,Mad Love,1995,Drama|Romance,movie,0.0,107,"Drama,Romance"
324,180,Mallrats,1995,Comedy|Romance,movie,0.0,94,"Comedy,Romance"
325,181,Mighty Morphin Power Rangers: The Movie,1995,Action|Children,movie,0.0,95,"Action,Adventure,Family"
326,183,Mute Witness,1994,Comedy|Horror|Thriller,movie,0.0,95,"Crime,Thriller"
327,184,Nadja,1994,Drama,movie,0.0,93,"Drama,Horror"
328,185,"Net, The",1995,Action|Crime|Thriller,,,,
329,186,Nine Months,1995,Comedy|Romance,movie,0.0,103,"Comedy,Romance"
330,187,Party Girl,1995,Comedy,movie,0.0,67,"Crime,Drama,Romance"
331,187,Party Girl,1995,Comedy,movie,0.0,99,"Crime,Drama,Film-Noir"
332,187,Party Girl,1995,Comedy,movie,0.0,94,Comedy
333,187,Party Girl,1995,Comedy,movie,0.0,\N,\N
334,187,Party Girl,1995,Comedy,movie,0.0,96,Drama
335,188,"Prophecy, The",1995,Fantasy|Horror|Mystery,,,,
336,189,Reckless,1995,Comedy|Fantasy,movie,0.0,97,"Comedy,Drama,Musical"
337,189,Reckless,1995,Comedy|Fantasy,movie,0.0,90,"Comedy,Drama,Romance"
338,189,Reckless,1995,Comedy|Fantasy,movie,0.0,91,"Comedy,Drama,Fantasy"
