,movieId,tconst,title,Annee,rating,titleType,isAdult,runtimeMinutes,Action,Adventure,Animation,Biography,Children,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,IMAX,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,original_language,revenue,budget
92,104,tt0116483,Happy Gilmore,1996,3.5,movie,0.0,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,en,41205099.0,12000000
93,105,tt0112579,"Bridges of Madison County, The",1995,3.0,movie,0.0,135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,182016617.0,24000000
94,106,tt0110251,Nobody Loves Me (Keiner liebt mich),1994,4.0,movie,0.0,104,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,de,0.0,0
95,107,tt0117110,Muppet Treasure Island,1996,3.0,movie,0.0,99,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,en,34327391.0,0
96,108,tt0112646,Catwalk,1996,4.0,movie,0.0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
97,110,tt0112573,Braveheart,1995,4.0,movie,0.0,178,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,en,210000000.0,72000000
98,111,tt0075314,Taxi Driver,1976,4.0,movie,0.0,114,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,28262574.0,1300000
99,112,tt0113326,Rumble in the Bronx (Hont faan kui),1995,3.5,movie,0.0,104,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cn,32392047.0,7500000
100,113,tt0115645,Before and After,1996,3.0,movie,0.0,108,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,0.0,35000000
101,116,tt0112373,Anne Frank Remembered,1995,3.5,movie,0.0,117,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,en,1.0,0
102,117,tt0115033,"Young Poisoner's Handbook, The",1995,3.0,movie,0.0,99,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
103,118,tt0116606,If Lucy Fell,1996,2.5,movie,0.0,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,0
104,119,tt0114536,"Steal Big, Steal Little",1995,3.0,movie,0.0,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,6278139.0,25000000
105,121,tt0106473,"Boys of St. Vincent, The",1992,4.0,tvMovie,0.0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
106,122,tt0103859,Boomerang,1992,3.0,movie,0.0,117,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,70100000.0,40000000
107,123,tt0109424,Chungking Express (Chung Hing sam lam),1994,4.75,movie,0.0,102,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,cn,0.0,0
108,125,tt0116324,Flirting With Disaster,1996,4.0,movie,0.0,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,14702438.0,7000000
109,126,tt0110647,"NeverEnding Story III, The",1994,2.0,movie,0.0,95,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,17000000
110,128,tt0110217,Jupiter's Wife,1994,3.0,movie,0.0,87,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,0.0,0
111,129,tt0114131,Pie in the Sky,1996,2.0,movie,0.0,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,0
112,132,tt0113451,Jade,1995,3.0,movie,0.0,95,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,9851610.0,50000000
113,135,tt0116130,Down Periscope,1996,3.0,movie,0.0,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
114,137,tt0113756,Man of the Year,1995,3.0,movie,0.0,86,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,209935.0,0
115,140,tt0118055,Up Close and Personal,1996,3.25,movie,0.0,124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,60000000
116,141,tt0115685,"Birdcage, The",1996,3.5,movie,0.0,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,185260553.0,31000000
117,144,tt0112585,"Brothers McMullen, The",1995,3.5,movie,0.0,98,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,0.0,0
118,145,tt0112442,Bad Boys,1995,3.0,movie,0.0,119,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,141407024.0,19000000
119,146,tt0112342,"Amazing Panda Adventure, The",1995,3.0,movie,0.0,84,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
120,147,tt0112461,"Basketball Diaries, The",1995,3.5,movie,0.0,102,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
121,148,tt0112427,"Awfully Big Adventure, An",1995,5.0,movie,0.0,112,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,851545.0,4000000
122,149,tt0109093,Amateur,1994,2.0,movie,0.0,105,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,0.0,0
123,150,tt0112384,Apollo 13,1995,4.0,movie,0.0,140,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,en,355237933.0,52000000
124,151,tt0114287,Rob Roy,1995,3.75,movie,0.0,139,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,en,31596911.0,28000000
125,152,tt0112288,"Addiction, The",1995,1.5,movie,0.0,82,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,0.0,0
126,153,tt0112462,Batman Forever,1995,3.0,movie,0.0,121,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,336529144.0,100000000
127,154,tt0061395,Beauty of the Day (Belle de jour),1967,4.0,movie,0.0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fr,0.0,0
128,155,tt0112495,Beyond Rangoon,1995,2.25,movie,0.0,100,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,en,0.0,0
129,156,tt0112541,Blue in the Face,1995,4.0,movie,0.0,83,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,1275000.0,2000000
130,157,tt0109370,Canadian Bacon,1995,3.0,movie,0.0,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,en,178104.0,11000000
131,158,tt0112642,Casper,1995,3.0,movie,0.0,100,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,287928194.0,50000000
132,159,tt0112688,Clockers,1995,3.0,movie,0.0,128,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,13071518.0,25000000
133,160,tt0112715,Congo,1995,3.0,movie,0.0,109,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,en,152022101.0,50000000
134,161,tt0112740,Crimson Tide,1995,4.0,movie,0.0,116,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,en,157387195.0,53000000
135,162,tt0109508,Crumb,1994,4.0,movie,0.0,119,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,3174695.0,0
136,163,tt0112851,Desperado,1995,3.5,movie,0.0,104,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,en,25405445.0,7000000
137,164,tt0112857,Devil in a Blue Dress,1995,3.0,movie,0.0,102,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,en,16140822.0,27000000
138,165,tt0112864,Die Hard: With a Vengeance,1995,3.5,movie,0.0,128,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,366101666.0,90000000
